Driver,Body,Tires,WG,AC,ON,OF,MT,SL,SW,SA,SG,TL,TW,TA,TG
Mario,Prancer,GLA Tires GLA Wheels,3.0,2.75,2.5,3.0,3.5,4.0,4.0,3.75,4.0,3.25,3.25,3.0,3.25
Mario,Prancer,Triforce Tires Triforce Tyres,3.25,2.5,2.75,3.25,3.0,4.25,4.25,3.75,3.5,2.75,2.75,2.75,3.0
Mario,Prancer,Leaf Tires Leaf Tyres,2.5,3.0,2.25,2.5,3.75,3.75,3.75,3.75,3.75,3.25,3.25,3.25,3.0
Mario,Prancer,Ancient Tires Ancient Tyres,3.5,2.25,2.75,3.5,3.25,4.0,3.75,3.75,3.5,2.5,2.75,2.25,2.75
Mario,Biddybuggy Buggybud,Standard Normal,2.75,4.0,2.5,3.5,4.25,3.0,3.5,3.5,3.5,3.75,3.5,3.75,3.5
Mario,Biddybuggy Buggybud,Monster,3.25,3.5,2.75,4.0,4.0,3.0,3.25,3.5,3.0,3.0,3.0,3.0,3.0
Mario,Biddybuggy Buggybud,Roller,2.25,4.5,2.0,3.25,4.75,2.5,3.5,3.0,3.5,4.0,3.75,4.0,3.75
Mario,Biddybuggy Buggybud,Slim,2.75,3.5,3.0,2.5,4.0,3.25,3.25,4.0,3.25,4.0,3.75,3.75,3.75
Mario,Biddybuggy Buggybud,Slick,3.0,3.25,3.0,2.25,3.5,3.5,2.75,4.0,2.75,3.5,2.75,3.5,3.0
Mario,Biddybuggy Buggybud,Metal,3.25,3.0,2.25,2.75,3.5,3.5,3.5,3.25,3.25,3.5,3.25,3.25,2.75
Mario,Biddybuggy Buggybud,Button,2.25,4.25,2.25,3.0,4.5,2.75,3.25,3.5,3.25,3.75,3.5,4.0,3.25
Mario,Biddybuggy Buggybud,Off-Road,3.0,3.75,2.75,3.75,3.75,3.25,3.75,3.5,3.0,3.25,3.0,3.5,3.25
Mario,Biddybuggy Buggybud,Sponge,2.5,4.0,2.5,3.75,4.5,2.75,3.0,3.25,3.75,3.5,3.0,3.5,3.5
Mario,Biddybuggy Buggybud,Wood Wooden,2.75,3.5,3.0,2.5,4.0,3.25,3.25,4.0,3.25,4.0,3.75,3.75,3.75
Mario,Biddybuggy Buggybud,Cushion,2.5,4.0,2.5,3.75,4.5,2.75,3.0,3.25,3.75,3.5,3.0,3.5,3.5
Mario,Biddybuggy Buggybud,Blue Standard Normal Blue,2.75,4.0,2.5,3.5,4.25,3.0,3.5,3.5,3.5,3.75,3.5,3.75,3.5
Mario,Biddybuggy Buggybud,Hot Monster Funky Monster,3.25,3.5,2.75,4.0,4.0,3.0,3.25,3.5,3.0,3.0,3.0,3.0,3.0
Mario,Biddybuggy Buggybud,Azure Roller,2.25,4.5,2.0,3.25,4.75,2.5,3.5,3.0,3.5,4.0,3.75,4.0,3.75
Mario,Biddybuggy Buggybud,Crimson Slim,2.75,3.5,3.0,2.5,4.0,3.25,3.25,4.0,3.25,4.0,3.75,3.75,3.75
Mario,Biddybuggy Buggybud,Cyber Slick,3.0,3.25,3.0,2.25,3.5,3.5,2.75,4.0,2.75,3.5,2.75,3.5,3.0
Mario,Biddybuggy Buggybud,Retro Off-Road,3.0,3.75,2.75,3.75,3.75,3.25,3.75,3.5,3.0,3.25,3.0,3.5,3.25
Mario,Biddybuggy Buggybud,Gold Tires Gold Wheels,3.25,3.0,2.25,2.75,3.5,3.5,3.5,3.25,3.25,3.5,3.25,3.25,2.75
Mario,Biddybuggy Buggybud,GLA Tires GLA Wheels,2.75,4.0,2.5,3.5,4.25,3.0,3.5,3.5,3.5,3.75,3.5,3.75,3.5
Mario,Biddybuggy Buggybud,Triforce Tires Triforce Tyres,3.0,3.75,2.75,3.75,3.75,3.25,3.75,3.5,3.0,3.25,3.0,3.5,3.25
Mario,Biddybuggy Buggybud,Leaf Tires Leaf Tyres,2.25,4.25,2.25,3.0,4.5,2.75,3.25,3.5,3.25,3.75,3.5,4.0,3.25
Mario,Biddybuggy Buggybud,Ancient Tires Ancient Tyres,3.25,3.5,2.75,4.0,4.0,3.0,3.25,3.5,3.0,3.0,3.0,3.0,3.0
Mario,Landship,Standard Normal,2.75,3.75,2.25,4.0,4.0,3.25,4.5,3.0,3.75,3.5,3.75,3.0,3.25
Mario,Landship,Monster,3.25,3.25,2.5,4.5,3.75,3.25,4.25,3.0,3.25,2.75,3.25,2.25,2.75
Mario,Landship,Roller,2.25,4.25,1.75,3.75,4.5,2.75,4.5,2.5,3.75,3.75,4.0,3.25,3.5
Mario,Landship,Slim,2.75,3.25,2.75,3.0,3.75,3.5,4.25,3.5,3.5,3.75,4.0,3.0,3.5
Mario,Landship,Slick,3.0,3.0,2.75,2.75,3.25,3.75,3.75,3.5,3.0,3.25,3.0,2.75,2.75
Mario,Landship,Metal,3.25,2.75,2.0,3.25,3.25,3.75,4.5,2.75,3.5,3.25,3.5,2.5,2.5
Mario,Landship,Button,2.25,4.0,2.0,3.5,4.25,3.0,4.25,3.0,3.5,3.5,3.75,3.25,3.0
Mario,Landship,Off-Road,3.0,3.5,2.5,4.25,3.5,3.5,4.75,3.0,3.25,3.0,3.25,2.75,3.0
Mario,Landship,Sponge,2.5,3.75,2.25,4.25,4.25,3.0,4.0,2.75,4.0,3.25,3.25,2.75,3.25
Mario,Landship,Wood Wooden,2.75,3.25,2.75,3.0,3.75,3.5,4.25,3.5,3.5,3.75,4.0,3.0,3.5
Mario,Landship,Cushion,2.5,3.75,2.25,4.25,4.25,3.0,4.0,2.75,4.0,3.25,3.25,2.75,3.25
Mario,Landship,Blue Standard Normal Blue,2.75,3.75,2.25,4.0,4.0,3.25,4.5,3.0,3.75,3.5,3.75,3.0,3.25
Mario,Landship,Hot Monster Funky Monster,3.25,3.25,2.5,4.5,3.75,3.25,4.25,3.0,3.25,2.75,3.25,2.25,2.75
Mario,Landship,Azure Roller,2.25,4.25,1.75,3.75,4.5,2.75,4.5,2.5,3.75,3.75,4.0,3.25,3.5
Mario,Landship,Crimson Slim,2.75,3.25,2.75,3.0,3.75,3.5,4.25,3.5,3.5,3.75,4.0,3.0,3.5
Mario,Landship,Cyber Slick,3.0,3.0,2.75,2.75,3.25,3.75,3.75,3.5,3.0,3.25,3.0,2.75,2.75
Mario,Landship,Retro Off-Road,3.0,3.5,2.5,4.25,3.5,3.5,4.75,3.0,3.25,3.0,3.25,2.75,3.0
Mario,Landship,Gold Tires Gold Wheels,3.25,2.75,2.0,3.25,3.25,3.75,4.5,2.75,3.5,3.25,3.5,2.5,2.5
Mario,Landship,GLA Tires GLA Wheels,2.75,3.75,2.25,4.0,4.0,3.25,4.5,3.0,3.75,3.5,3.75,3.0,3.25
Mario,Landship,Triforce Tires Triforce Tyres,3.0,3.5,2.5,4.25,3.5,3.5,4.75,3.0,3.25,3.0,3.25,2.75,3.0
Mario,Landship,Leaf Tires Leaf Tyres,2.25,4.0,2.0,3.5,4.25,3.0,4.25,3.0,3.5,3.5,3.75,3.25,3.0
Mario,Landship,Ancient Tires Ancient Tyres,3.25,3.25,2.5,4.5,3.75,3.25,4.25,3.0,3.25,2.75,3.25,2.25,2.75
Mario,Sneeker Bounder,Standard Normal,3.25,2.75,2.5,2.5,3.5,4.0,3.75,3.75,4.0,3.25,3.0,3.25,3.0
Mario,Sneeker Bounder,Monster,3.75,2.25,2.75,3.0,3.25,4.0,3.5,3.75,3.5,2.5,2.5,2.5,2.5
Mario,Sneeker Bounder,Roller,2.75,3.25,2.0,2.25,4.0,3.5,3.75,3.25,4.0,3.5,3.25,3.5,3.25
Mario,Sneeker Bounder,Slim,3.25,2.25,3.0,1.5,3.25,4.25,3.5,4.25,3.75,3.5,3.25,3.25,3.25
Mario,Sneeker Bounder,Slick,3.5,2.0,3.0,1.25,2.75,4.5,3.0,4.25,3.25,3.0,2.25,3.0,2.5
Mario,Sneeker Bounder,Metal,3.75,1.75,2.25,1.75,2.75,4.5,3.75,3.5,3.75,3.0,2.75,2.75,2.25
Mario,Sneeker Bounder,Button,2.75,3.0,2.25,2.0,3.75,3.75,3.5,3.75,3.75,3.25,3.0,3.5,2.75
Mario,Sneeker Bounder,Off-Road,3.5,2.5,2.75,2.75,3.0,4.25,4.0,3.75,3.5,2.75,2.5,3.0,2.75
Mario,Sneeker Bounder,Sponge,3.0,2.75,2.5,2.75,3.75,3.75,3.25,3.5,4.25,3.0,2.5,3.0,3.0
Mario,Sneeker Bounder,Wood Wooden,3.25,2.25,3.0,1.5,3.25,4.25,3.5,4.25,3.75,3.5,3.25,3.25,3.25
Mario,Sneeker Bounder,Cushion,3.0,2.75,2.5,2.75,3.75,3.75,3.25,3.5,4.25,3.0,2.5,3.0,3.0
Mario,Sneeker Bounder,Blue Standard Normal Blue,3.25,2.75,2.5,2.5,3.5,4.0,3.75,3.75,4.0,3.25,3.0,3.25,3.0
Mario,Sneeker Bounder,Hot Monster Funky Monster,3.75,2.25,2.75,3.0,3.25,4.0,3.5,3.75,3.5,2.5,2.5,2.5,2.5
Mario,Sneeker Bounder,Azure Roller,2.75,3.25,2.0,2.25,4.0,3.5,3.75,3.25,4.0,3.5,3.25,3.5,3.25
Mario,Sneeker Bounder,Crimson Slim,3.25,2.25,3.0,1.5,3.25,4.25,3.5,4.25,3.75,3.5,3.25,3.25,3.25
Mario,Sneeker Bounder,Cyber Slick,3.5,2.0,3.0,1.25,2.75,4.5,3.0,4.25,3.25,3.0,2.25,3.0,2.5
Mario,Sneeker Bounder,Retro Off-Road,3.5,2.5,2.75,2.75,3.0,4.25,4.0,3.75,3.5,2.75,2.5,3.0,2.75
Mario,Sneeker Bounder,Gold Tires Gold Wheels,3.75,1.75,2.25,1.75,2.75,4.5,3.75,3.5,3.75,3.0,2.75,2.75,2.25
Mario,Sneeker Bounder,GLA Tires GLA Wheels,3.25,2.75,2.5,2.5,3.5,4.0,3.75,3.75,4.0,3.25,3.0,3.25,3.0
Mario,Sneeker Bounder,Triforce Tires Triforce Tyres,3.5,2.5,2.75,2.75,3.0,4.25,4.0,3.75,3.5,2.75,2.5,3.0,2.75
Mario,Sneeker Bounder,Leaf Tires Leaf Tyres,2.75,3.0,2.25,2.0,3.75,3.75,3.5,3.75,3.75,3.25,3.0,3.5,2.75
Mario,Sneeker Bounder,Ancient Tires Ancient Tyres,3.75,2.25,2.75,3.0,3.25,4.0,3.5,3.75,3.5,2.5,2.5,2.5,2.5
Mario,Sports Coupe Sports Coupé,Standard Normal,3.5,3.0,2.75,3.5,3.75,3.75,4.0,4.25,4.25,3.0,3.0,3.5,3.0
Mario,Sports Coupe Sports Coupé,Monster,4.0,2.5,3.0,4.0,3.5,3.75,3.75,4.25,3.75,2.25,2.5,2.75,2.5
Mario,Sports Coupe Sports Coupé,Roller,3.0,3.5,2.25,3.25,4.25,3.25,4.0,3.75,4.25,3.25,3.25,3.75,3.25
Mario,Sports Coupe Sports Coupé,Slim,3.5,2.5,3.25,2.5,3.5,4.0,3.75,4.75,4.0,3.25,3.25,3.5,3.25
Mario,Sports Coupe Sports Coupé,Slick,3.75,2.25,3.25,2.25,3.0,4.25,3.25,4.75,3.5,2.75,2.25,3.25,2.5
Mario,Sports Coupe Sports Coupé,Metal,4.0,2.0,2.5,2.75,3.0,4.25,4.0,4.0,4.0,2.75,2.75,3.0,2.25
Mario,Sports Coupe Sports Coupé,Button,3.0,3.25,2.5,3.0,4.0,3.5,3.75,4.25,4.0,3.0,3.0,3.75,2.75
Mario,Sports Coupe Sports Coupé,Off-Road,3.75,2.75,3.0,3.75,3.25,4.0,4.25,4.25,3.75,2.5,2.5,3.25,2.75
Mario,Sports Coupe Sports Coupé,Sponge,3.25,3.0,2.75,3.75,4.0,3.5,3.5,4.0,4.5,2.75,2.5,3.25,3.0
Mario,Sports Coupe Sports Coupé,Wood Wooden,3.5,2.5,3.25,2.5,3.5,4.0,3.75,4.75,4.0,3.25,3.25,3.5,3.25
Mario,Sports Coupe Sports Coupé,Cushion,3.25,3.0,2.75,3.75,4.0,3.5,3.5,4.0,4.5,2.75,2.5,3.25,3.0
Mario,Sports Coupe Sports Coupé,Blue Standard Normal Blue,3.5,3.0,2.75,3.5,3.75,3.75,4.0,4.25,4.25,3.0,3.0,3.5,3.0
Mario,Sports Coupe Sports Coupé,Hot Monster Funky Monster,4.0,2.5,3.0,4.0,3.5,3.75,3.75,4.25,3.75,2.25,2.5,2.75,2.5
Mario,Sports Coupe Sports Coupé,Azure Roller,3.0,3.5,2.25,3.25,4.25,3.25,4.0,3.75,4.25,3.25,3.25,3.75,3.25
Mario,Sports Coupe Sports Coupé,Crimson Slim,3.5,2.5,3.25,2.5,3.5,4.0,3.75,4.75,4.0,3.25,3.25,3.5,3.25
Mario,Sports Coupe Sports Coupé,Cyber Slick,3.75,2.25,3.25,2.25,3.0,4.25,3.25,4.75,3.5,2.75,2.25,3.25,2.5
Mario,Sports Coupe Sports Coupé,Retro Off-Road,3.75,2.75,3.0,3.75,3.25,4.0,4.25,4.25,3.75,2.5,2.5,3.25,2.75
Mario,Sports Coupe Sports Coupé,Gold Tires Gold Wheels,4.0,2.0,2.5,2.75,3.0,4.25,4.0,4.0,4.0,2.75,2.75,3.0,2.25
Mario,Sports Coupe Sports Coupé,GLA Tires GLA Wheels,3.5,3.0,2.75,3.5,3.75,3.75,4.0,4.25,4.25,3.0,3.0,3.5,3.0
Mario,Sports Coupe Sports Coupé,Triforce Tires Triforce Tyres,3.75,2.75,3.0,3.75,3.25,4.0,4.25,4.25,3.75,2.5,2.5,3.25,2.75
Mario,Sports Coupe Sports Coupé,Leaf Tires Leaf Tyres,3.0,3.25,2.5,3.0,4.0,3.5,3.75,4.25,4.0,3.0,3.0,3.75,2.75
Mario,Sports Coupe Sports Coupé,Ancient Tires Ancient Tyres,4.0,2.5,3.0,4.0,3.5,3.75,3.75,4.25,3.75,2.25,2.5,2.75,2.5
Mario,Gold Standard Gold Kart,Standard Normal,3.25,2.75,2.5,2.5,3.5,4.0,3.75,3.75,4.0,3.25,3.0,3.25,3.0
Mario,Gold Standard Gold Kart,Monster,3.75,2.25,2.75,3.0,3.25,4.0,3.5,3.75,3.5,2.5,2.5,2.5,2.5
Mario,Gold Standard Gold Kart,Roller,2.75,3.25,2.0,2.25,4.0,3.5,3.75,3.25,4.0,3.5,3.25,3.5,3.25
Mario,Gold Standard Gold Kart,Slim,3.25,2.25,3.0,1.5,3.25,4.25,3.5,4.25,3.75,3.5,3.25,3.25,3.25
Mario,Gold Standard Gold Kart,Slick,3.5,2.0,3.0,1.25,2.75,4.5,3.0,4.25,3.25,3.0,2.25,3.0,2.5
Mario,Gold Standard Gold Kart,Metal,3.75,1.75,2.25,1.75,2.75,4.5,3.75,3.5,3.75,3.0,2.75,2.75,2.25
Mario,Gold Standard Gold Kart,Button,2.75,3.0,2.25,2.0,3.75,3.75,3.5,3.75,3.75,3.25,3.0,3.5,2.75
Mario,Gold Standard Gold Kart,Off-Road,3.5,2.5,2.75,2.75,3.0,4.25,4.0,3.75,3.5,2.75,2.5,3.0,2.75
Mario,Gold Standard Gold Kart,Sponge,3.0,2.75,2.5,2.75,3.75,3.75,3.25,3.5,4.25,3.0,2.5,3.0,3.0
Mario,Gold Standard Gold Kart,Wood Wooden,3.25,2.25,3.0,1.5,3.25,4.25,3.5,4.25,3.75,3.5,3.25,3.25,3.25
Mario,Gold Standard Gold Kart,Cushion,3.0,2.75,2.5,2.75,3.75,3.75,3.25,3.5,4.25,3.0,2.5,3.0,3.0
Mario,Gold Standard Gold Kart,Blue Standard Normal Blue,3.25,2.75,2.5,2.5,3.5,4.0,3.75,3.75,4.0,3.25,3.0,3.25,3.0
Mario,Gold Standard Gold Kart,Hot Monster Funky Monster,3.75,2.25,2.75,3.0,3.25,4.0,3.5,3.75,3.5,2.5,2.5,2.5,2.5
Mario,Gold Standard Gold Kart,Azure Roller,2.75,3.25,2.0,2.25,4.0,3.5,3.75,3.25,4.0,3.5,3.25,3.5,3.25
Mario,Gold Standard Gold Kart,Crimson Slim,3.25,2.25,3.0,1.5,3.25,4.25,3.5,4.25,3.75,3.5,3.25,3.25,3.25
Mario,Gold Standard Gold Kart,Cyber Slick,3.5,2.0,3.0,1.25,2.75,4.5,3.0,4.25,3.25,3.0,2.25,3.0,2.5
Mario,Gold Standard Gold Kart,Retro Off-Road,3.5,2.5,2.75,2.75,3.0,4.25,4.0,3.75,3.5,2.75,2.5,3.0,2.75
Mario,Gold Standard Gold Kart,Gold Tires Gold Wheels,3.75,1.75,2.25,1.75,2.75,4.5,3.75,3.5,3.75,3.0,2.75,2.75,2.25
Mario,Gold Standard Gold Kart,GLA Tires GLA Wheels,3.25,2.75,2.5,2.5,3.5,4.0,3.75,3.75,4.0,3.25,3.0,3.25,3.0
Mario,Gold Standard Gold Kart,Triforce Tires Triforce Tyres,3.5,2.5,2.75,2.75,3.0,4.25,4.0,3.75,3.5,2.75,2.5,3.0,2.75
Mario,Gold Standard Gold Kart,Leaf Tires Leaf Tyres,2.75,3.0,2.25,2.0,3.75,3.75,3.5,3.75,3.75,3.25,3.0,3.5,2.75
Mario,Gold Standard Gold Kart,Ancient Tires Ancient Tyres,3.75,2.25,2.75,3.0,3.25,4.0,3.5,3.75,3.5,2.5,2.5,2.5,2.5
Mario,Standard Bike,Standard Normal,3.0,3.5,3.0,3.75,3.75,3.5,3.75,4.0,4.0,3.5,3.25,3.5,3.25
Mario,Standard Bike,Monster,3.5,3.0,3.25,4.25,3.5,3.5,3.5,4.0,3.5,2.75,2.75,2.75,2.75
Mario,Standard Bike,Roller,2.5,4.0,2.5,3.5,4.25,3.0,3.75,3.5,4.0,3.75,3.5,3.75,3.5
Mario,Standard Bike,Slim,3.0,3.0,3.5,2.75,3.5,3.75,3.5,4.5,3.75,3.75,3.5,3.5,3.5
Mario,Standard Bike,Slick,3.25,2.75,3.5,2.5,3.0,4.0,3.0,4.5,3.25,3.25,2.5,3.25,2.75
Mario,Standard Bike,Metal,3.5,2.5,2.75,3.0,3.0,4.0,3.75,3.75,3.75,3.25,3.0,3.0,2.5
Mario,Standard Bike,Button,2.5,3.75,2.75,3.25,4.0,3.25,3.5,4.0,3.75,3.5,3.25,3.75,3.0
Mario,Standard Bike,Off-Road,3.25,3.25,3.25,4.0,3.25,3.75,4.0,4.0,3.5,3.0,2.75,3.25,3.0
Mario,Standard Bike,Sponge,2.75,3.5,3.0,4.0,4.0,3.25,3.25,3.75,4.25,3.25,2.75,3.25,3.25
Mario,Standard Bike,Wood Wooden,3.0,3.0,3.5,2.75,3.5,3.75,3.5,4.5,3.75,3.75,3.5,3.5,3.5
Mario,Standard Bike,Cushion,2.75,3.5,3.0,4.0,4.0,3.25,3.25,3.75,4.25,3.25,2.75,3.25,3.25
Mario,Standard Bike,Blue Standard Normal Blue,3.0,3.5,3.0,3.75,3.75,3.5,3.75,4.0,4.0,3.5,3.25,3.5,3.25
Mario,Standard Bike,Hot Monster Funky Monster,3.5,3.0,3.25,4.25,3.5,3.5,3.5,4.0,3.5,2.75,2.75,2.75,2.75
Mario,Standard Bike,Azure Roller,2.5,4.0,2.5,3.5,4.25,3.0,3.75,3.5,4.0,3.75,3.5,3.75,3.5
Mario,Standard Bike,Crimson Slim,3.0,3.0,3.5,2.75,3.5,3.75,3.5,4.5,3.75,3.75,3.5,3.5,3.5
Mario,Standard Bike,Cyber Slick,3.25,2.75,3.5,2.5,3.0,4.0,3.0,4.5,3.25,3.25,2.5,3.25,2.75
Mario,Standard Bike,Retro Off-Road,3.25,3.25,3.25,4.0,3.25,3.75,4.0,4.0,3.5,3.0,2.75,3.25,3.0
Mario,Standard Bike,Gold Tires Gold Wheels,3.5,2.5,2.75,3.0,3.0,4.0,3.75,3.75,3.75,3.25,3.0,3.0,2.5
Mario,Standard Bike,GLA Tires GLA Wheels,3.0,3.5,3.0,3.75,3.75,3.5,3.75,4.0,4.0,3.5,3.25,3.5,3.25
Mario,Standard Bike,Triforce Tires Triforce Tyres,3.25,3.25,3.25,4.0,3.25,3.75,4.0,4.0,3.5,3.0,2.75,3.25,3.0
Mario,Standard Bike,Leaf Tires Leaf Tyres,2.5,3.75,2.75,3.25,4.0,3.25,3.5,4.0,3.75,3.5,3.25,3.75,3.0
Mario,Standard Bike,Ancient Tires Ancient Tyres,3.5,3.0,3.25,4.25,3.5,3.5,3.5,4.0,3.5,2.75,2.75,2.75,2.75
Mario,Comet,Standard Normal,3.25,3.5,3.25,3.25,4.0,3.5,3.75,3.75,4.25,3.5,3.0,3.25,3.5
Mario,Comet,Monster,3.75,3.0,3.5,3.75,3.75,3.5,3.5,3.75,3.75,2.75,2.5,2.5,3.0
Mario,Comet,Roller,2.75,4.0,2.75,3.0,4.5,3.0,3.75,3.25,4.25,3.75,3.25,3.5,3.75
Mario,Comet,Slim,3.25,3.0,3.75,2.25,3.75,3.75,3.5,4.25,4.0,3.75,3.25,3.25,3.75
Mario,Comet,Slick,3.5,2.75,3.75,2.0,3.25,4.0,3.0,4.25,3.5,3.25,2.25,3.0,3.0
Mario,Comet,Metal,3.75,2.5,3.0,2.5,3.25,4.0,3.75,3.5,4.0,3.25,2.75,2.75,2.75
Mario,Comet,Button,2.75,3.75,3.0,2.75,4.25,3.25,3.5,3.75,4.0,3.5,3.0,3.5,3.25
Mario,Comet,Off-Road,3.5,3.25,3.5,3.5,3.5,3.75,4.0,3.75,3.75,3.0,2.5,3.0,3.25
Mario,Comet,Sponge,3.0,3.5,3.25,3.5,4.25,3.25,3.25,3.5,4.5,3.25,2.5,3.0,3.5
Mario,Comet,Wood Wooden,3.25,3.0,3.75,2.25,3.75,3.75,3.5,4.25,4.0,3.75,3.25,3.25,3.75
Mario,Comet,Cushion,3.0,3.5,3.25,3.5,4.25,3.25,3.25,3.5,4.5,3.25,2.5,3.0,3.5
Mario,Comet,Blue Standard Normal Blue,3.25,3.5,3.25,3.25,4.0,3.5,3.75,3.75,4.25,3.5,3.0,3.25,3.5
Mario,Comet,Hot Monster Funky Monster,3.75,3.0,3.5,3.75,3.75,3.5,3.5,3.75,3.75,2.75,2.5,2.5,3.0
Mario,Comet,Azure Roller,2.75,4.0,2.75,3.0,4.5,3.0,3.75,3.25,4.25,3.75,3.25,3.5,3.75
Mario,Comet,Crimson Slim,3.25,3.0,3.75,2.25,3.75,3.75,3.5,4.25,4.0,3.75,3.25,3.25,3.75
Mario,Comet,Cyber Slick,3.5,2.75,3.75,2.0,3.25,4.0,3.0,4.25,3.5,3.25,2.25,3.0,3.0
Mario,Comet,Retro Off-Road,3.5,3.25,3.5,3.5,3.5,3.75,4.0,3.75,3.75,3.0,2.5,3.0,3.25
Mario,Comet,Gold Tires Gold Wheels,3.75,2.5,3.0,2.5,3.25,4.0,3.75,3.5,4.0,3.25,2.75,2.75,2.75
Mario,Comet,GLA Tires GLA Wheels,3.25,3.5,3.25,3.25,4.0,3.5,3.75,3.75,4.25,3.5,3.0,3.25,3.5
Mario,Comet,Triforce Tires Triforce Tyres,3.5,3.25,3.5,3.5,3.5,3.75,4.0,3.75,3.75,3.0,2.5,3.0,3.25
Mario,Comet,Leaf Tires Leaf Tyres,2.75,3.75,3.0,2.75,4.25,3.25,3.5,3.75,4.0,3.5,3.0,3.5,3.25
Mario,Comet,Ancient Tires Ancient Tyres,3.75,3.0,3.5,3.75,3.75,3.5,3.5,3.75,3.75,2.75,2.5,2.5,3.0
Mario,Sport Bike,Standard Normal,3.0,2.75,2.5,3.0,3.5,4.0,4.0,3.75,4.0,3.25,3.25,3.0,3.25
Mario,Sport Bike,Monster,3.5,2.25,2.75,3.5,3.25,4.0,3.75,3.75,3.5,2.5,2.75,2.25,2.75
Mario,Sport Bike,Roller,2.5,3.25,2.0,2.75,4.0,3.5,4.0,3.25,4.0,3.5,3.5,3.25,3.5
Mario,Sport Bike,Slim,3.0,2.25,3.0,2.0,3.25,4.25,3.75,4.25,3.75,3.5,3.5,3.0,3.5
Mario,Sport Bike,Slick,3.25,2.0,3.0,1.75,2.75,4.5,3.25,4.25,3.25,3.0,2.5,2.75,2.75
Mario,Sport Bike,Metal,3.5,1.75,2.25,2.25,2.75,4.5,4.0,3.5,3.75,3.0,3.0,2.5,2.5
Mario,Sport Bike,Button,2.5,3.0,2.25,2.5,3.75,3.75,3.75,3.75,3.75,3.25,3.25,3.25,3.0
Mario,Sport Bike,Off-Road,3.25,2.5,2.75,3.25,3.0,4.25,4.25,3.75,3.5,2.75,2.75,2.75,3.0
Mario,Sport Bike,Sponge,2.75,2.75,2.5,3.25,3.75,3.75,3.5,3.5,4.25,3.0,2.75,2.75,3.25
Mario,Sport Bike,Wood Wooden,3.0,2.25,3.0,2.0,3.25,4.25,3.75,4.25,3.75,3.5,3.5,3.0,3.5
Mario,Sport Bike,Cushion,2.75,2.75,2.5,3.25,3.75,3.75,3.5,3.5,4.25,3.0,2.75,2.75,3.25
Mario,Sport Bike,Blue Standard Normal Blue,3.0,2.75,2.5,3.0,3.5,4.0,4.0,3.75,4.0,3.25,3.25,3.0,3.25
Mario,Sport Bike,Hot Monster Funky Monster,3.5,2.25,2.75,3.5,3.25,4.0,3.75,3.75,3.5,2.5,2.75,2.25,2.75
Mario,Sport Bike,Azure Roller,2.5,3.25,2.0,2.75,4.0,3.5,4.0,3.25,4.0,3.5,3.5,3.25,3.5
Mario,Sport Bike,Crimson Slim,3.0,2.25,3.0,2.0,3.25,4.25,3.75,4.25,3.75,3.5,3.5,3.0,3.5
Mario,Sport Bike,Cyber Slick,3.25,2.0,3.0,1.75,2.75,4.5,3.25,4.25,3.25,3.0,2.5,2.75,2.75
Mario,Sport Bike,Retro Off-Road,3.25,2.5,2.75,3.25,3.0,4.25,4.25,3.75,3.5,2.75,2.75,2.75,3.0
Mario,Sport Bike,Gold Tires Gold Wheels,3.5,1.75,2.25,2.25,2.75,4.5,4.0,3.5,3.75,3.0,3.0,2.5,2.5
Mario,Sport Bike,GLA Tires GLA Wheels,3.0,2.75,2.5,3.0,3.5,4.0,4.0,3.75,4.0,3.25,3.25,3.0,3.25
Mario,Sport Bike,Triforce Tires Triforce Tyres,3.25,2.5,2.75,3.25,3.0,4.25,4.25,3.75,3.5,2.75,2.75,2.75,3.0
Mario,Sport Bike,Leaf Tires Leaf Tyres,2.5,3.0,2.25,2.5,3.75,3.75,3.75,3.75,3.75,3.25,3.25,3.25,3.0
Mario,Sport Bike,Ancient Tires Ancient Tyres,3.5,2.25,2.75,3.5,3.25,4.0,3.75,3.75,3.5,2.5,2.75,2.25,2.75
Mario,The Duke,Standard Normal,3.25,3.25,3.0,3.25,3.75,3.75,4.0,3.75,4.0,3.25,3.0,3.25,3.25
Mario,The Duke,Monster,3.75,2.75,3.25,3.75,3.5,3.75,3.75,3.75,3.5,2.5,2.5,2.5,2.75
Mario,The Duke,Roller,2.75,3.75,2.5,3.0,4.25,3.25,4.0,3.25,4.0,3.5,3.25,3.5,3.5
Mario,The Duke,Slim,3.25,2.75,3.5,2.25,3.5,4.0,3.75,4.25,3.75,3.5,3.25,3.25,3.5
Mario,The Duke,Slick,3.5,2.5,3.5,2.0,3.0,4.25,3.25,4.25,3.25,3.0,2.25,3.0,2.75
Mario,The Duke,Metal,3.75,2.25,2.75,2.5,3.0,4.25,4.0,3.5,3.75,3.0,2.75,2.75,2.5
Mario,The Duke,Button,2.75,3.5,2.75,2.75,4.0,3.5,3.75,3.75,3.75,3.25,3.0,3.5,3.0
Mario,The Duke,Off-Road,3.5,3.0,3.25,3.5,3.25,4.0,4.25,3.75,3.5,2.75,2.5,3.0,3.0
Mario,The Duke,Sponge,3.0,3.25,3.0,3.5,4.0,3.5,3.5,3.5,4.25,3.0,2.5,3.0,3.25
Mario,The Duke,Wood Wooden,3.25,2.75,3.5,2.25,3.5,4.0,3.75,4.25,3.75,3.5,3.25,3.25,3.5
